timestamp,open,high,low,close,volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2017-08-17 04:00:00,301.13,307.96,298.0,307.96,1561.95305,1502956799999,473487.66511850007,711,1260.38649,382097.15993120003,46884.54339102
2017-08-17 08:00:00,307.95,312.0,307.0,308.95,1177.71088,1502971199999,364545.31640149996,775,1093.84885,338587.6026837,46866.63079951
2017-08-17 12:00:00,308.95,310.51,303.56,307.06,1882.05267,1502985599999,578644.9318904,1140,1742.14642,535627.1400191,47528.18909052
2017-08-17 16:00:00,307.74,312.18,298.21,301.6,1208.0519199999999,1502999999999,370209.0514672,957,1097.3202,336546.17978209996,48886.75337014
2017-08-17 20:00:00,301.6,310.85,299.01,302.0,1200.94182,1503014399999,367768.335479,939,1030.88803,315847.28611409996,50579.87228839
2017-08-18 00:00:00,302.0,306.47,295.19,301.4,1690.5831899999994,1503028799999,510684.0659217999,959,1276.3514,385103.528375,51205.10800759
2017-08-18 04:00:00,301.4,309.49,298.41,306.24,1732.5261600000001,1503043199999,527110.6080895,1068,1577.05641,479995.27917869994,52708.21645626
2017-08-18 08:00:00,306.24,311.79,303.22,307.78,1213.0128300000001,1503057599999,372912.0009906,884,1065.02428,327373.385146,53419.383541100004
2017-08-18 12:00:00,307.78,310.29,296.32,298.8,1358.99471,1503071999999,412203.7088943,882,1163.6982,352905.7999398,54157.36861102
2017-08-18 16:00:00,298.8,301.11,287.37,293.83,1620.71499,1503086399999,478865.91143070004,885,1303.10778,385949.56094359996,55038.10651699
2017-08-18 20:00:00,295.46,295.46,283.94,293.96,1922.01458,1503100799999,557170.214027,980,1067.19735,309485.7076433,55329.57432378
2017-08-19 00:00:00,293.31,299.84,292.83,293.22,282.19297,1503115199999,83456.3423327,338,181.1672,53611.78366240001,55410.13905317
2017-08-19 04:00:00,294.69,299.9,287.01,290.16,235.2921,1503129599999,68687.5957874,235,153.12521,44687.2433792,54680.77887682
2017-08-19 08:00:00,290.16,293.17,278.0,282.58,1139.03045,1503143999999,327267.7431853,686,886.0499800000001,255176.27378929997,57773.45482767
2017-08-19 12:00:00,281.39,290.85,279.56,288.64,288.29994,1503158399999,82074.26294310001,268,195.36225,55607.7537388,57651.86498228
2017-08-19 16:00:00,288.64,295.0,284.16,293.31,127.38588999999999,1503172799999,36930.9498645,166,82.05025,23868.0686511,58020.26884135
2017-08-19 20:00:00,290.6,294.9,288.8,290.91,73.99638,1503187199999,21605.695748700004,102,40.22061,11762.4889878,58005.17104565
2017-08-20 00:00:00,289.41,292.42,285.96,292.41,68.40092,1503201599999,19769.4805676,93,37.94036,10988.6074406,57469.66676677
2017-08-20 04:00:00,287.97,295.56,285.39,292.08,252.26227999999998,1503215999999,73526.16048939999,374,200.75023000000002,58560.11245780001,57175.2702354
2017-08-20 08:00:00,293.02,296.89,282.85,295.0,240.75967999999997,1503230399999,70008.93568210001,243,205.12283,59626.9822761,57259.36166759
2017-08-20 12:00:00,295.0,296.92,292.28,295.1,67.3647,1503244799999,19883.374989099997,106,56.03058000000001,16537.5834694,56732.23274455
2017-08-20 16:00:00,295.1,300.53,293.28,297.88,361.56695,1503259199999,107254.7369296,337,297.70034,88380.2690994,59347.25249404
2017-08-20 20:00:00,297.87,300.53,294.51,299.1,1519.78418,1503273599999,452405.2059021,885,1389.14305,413412.50727720006,60299.06615403
2017-08-21 00:00:00,299.1,300.9,294.6,299.85,723.80595,1503287999999,215847.2731584,649,544.49312,162591.88014300002,60631.593347
2017-08-21 04:00:00,300.03,329.49,299.11,318.5,888.57113,1503302399999,276314.85936109995,915,702.7660400000003,217536.5398401,61675.92556078
2017-08-21 08:00:00,317.48,333.66,312.6,331.53,207.37686000000002,1503316799999,66440.8503875,360,127.5513,40967.72487380001,61598.97721378
2017-08-21 12:00:00,331.33,346.52,325.42,334.94,1227.44025,1503331199999,412065.439751,801,1053.69938,354085.66433249996,64981.30384834
2017-08-21 16:00:00,334.34,342.72,316.82,329.71,1715.07272,1503345599999,569920.2927121,797,1269.93171,422705.9071844,65821.67122599
2017-08-21 20:00:00,332.27,332.74,316.12,323.29,457.17850999999996,1503359999999,148883.6258439,403,305.75812,100089.7067404,66203.84022245
2017-08-22 00:00:00,321.04,330.41,280.0,280.0,809.6152400000003,1503374399999,257673.9634469,722,394.31539,126391.7341766,66252.18619501
2017-08-22 04:00:00,144.21,310.24,144.21,300.35,707.47249,1503388799999,210310.1205076,776,586.5336900000002,174377.6023665,65486.08485167
2017-08-22 08:00:00,300.35,313.16,296.0,308.03,2176.12505,1503403199999,666105.6986715,1482,1658.87408,506641.8263887,65949.37241246
2017-08-22 12:00:00,311.16,311.24,301.48,308.39,1756.8306,1503417599999,540204.5904187,1612,829.22258,255456.2530277,66010.33086831
2017-08-22 16:00:00,305.08,320.76,305.08,307.03,1304.2511,1503431999999,408170.1190835,1071,588.44737,184557.7136789,66214.62452762
2017-08-22 20:00:00,307.03,313.99,305.08,309.8,1202.0564,1503446399999,371961.3111855,914,376.38821,117047.35869460001,66821.52067468
2017-08-23 00:00:00,312.25,319.78,309.41,317.26,1088.33347,1503460799999,341746.6220416,979,450.69375,142263.3018738,65960.52590029
2017-08-23 04:00:00,315.45,324.99,315.35,319.06,1376.06321,1503475199999,440244.79443790007,1114,463.17818,148597.7023709,67597.09412547
2017-08-23 08:00:00,319.06,324.51,318.02,319.2,1285.8740300000004,1503489599999,412512.5183367,1066,316.63518999999997,102056.4213927,72548.68114494
2017-08-23 12:00:00,319.2,322.0,313.75,319.2,2106.38559,1503503999999,667166.2692483001,2560,366.97553999999997,116642.3172453,73661.57420791
2017-08-23 16:00:00,317.87,322.34,315.53,318.57,1635.49673,1503518399999,520572.1007219,1921,433.60925999999995,138679.3998736,75758.06793757
2017-08-23 20:00:00,318.57,320.2,312.05,315.74,1173.57266,1503532799999,371222.64025440003,900,251.14441000000002,79967.77485860001,76587.70953099
2017-08-24 00:00:00,315.74,318.45,314.01,315.22,1061.17398,1503547199999,335440.93323819997,909,230.09831,73112.44838239999,81675.53826335
2017-08-24 04:00:00,315.22,322.36,314.31,318.54,1074.07592,1503561599999,341646.9327902,898,422.03713,134904.53763120002,87862.58063044
2017-08-24 08:00:00,318.54,323.61,316.14,323.61,1670.5031900000001,1503575999999,532991.5709206,1657,307.68425,98430.91698539999,100625.53419389999
2017-08-24 12:00:00,322.51,328.04,317.9,321.2,1138.04846,1503590399999,366358.3770851,1325,473.3061,152817.7828439,102987.43910962
2017-08-24 16:00:00,323.67,325.35,318.97,321.23,909.12592,1503604799999,292864.22476420004,866,305.48131,98706.2195868,102552.06980149
2017-08-24 20:00:00,321.23,326.33,318.97,323.42,900.34445,1503619199999,290115.07535540004,840,163.29318999999995,52957.2417382,102226.34289434
2017-08-25 00:00:00,323.42,330.44,323.42,326.55,1406.8485,1503633599999,459116.53904420004,1553,527.3886200000002,172522.1223975,105383.24751691
2017-08-25 04:00:00,326.55,335.0,326.55,330.29,1115.60692,1503647999999,369187.3435858,1015,250.64415,83172.179134,111260.78939004
2017-08-25 08:00:00,330.29,335.41,327.4,331.26,1199.42604,1503662399999,396584.54351740004,946,407.73581,134752.80154100002,127398.32390508
2017-08-25 12:00:00,329.68,335.33,328.72,333.15,1961.1779999999999,1503676799999,651830.8800524999,2534,1175.79502,391087.11013329995,109011.54704024
2017-08-25 16:00:00,335.29,338.28,325.42,328.71,751.25954,1503691199999,250215.01805160003,703,126.14582,42092.6043519,107227.51490339999
2017-08-25 20:00:00,329.91,332.27,324.9,327.24,691.65062,1503705599999,227227.7140425,701,108.11618999999999,35687.8659607,106332.85796088
2017-08-26 00:00:00,327.24,332.27,323.41,323.46,569.57801,1503719999999,186192.6597812,669,113.40231000000001,37257.763557800004,101352.4024232
2017-08-26 04:00:00,323.46,329.69,323.41,327.9,1070.6985,1503734399999,348905.0036307,752,133.28904,43658.613168,98395.38549665
2017-08-26 08:00:00,328.45,331.25,326.69,327.89,856.541,1503748799999,281625.5336969,704,197.71528999999998,65340.753068,97107.20210375
2017-08-26 12:00:00,328.25,335.44,324.06,327.0,940.5848199999999,1503763199999,309311.3354243,759,231.94419,76581.1243994,93788.79869889
2017-08-26 16:00:00,327.01,334.17,326.7,331.19,803.00095,1503777599999,264634.2610997,946,155.9936,51763.367822500004,92803.60351282
2017-08-26 20:00:00,332.68,334.17,329.33,330.79,637.28193,1503791999999,211325.58368379998,570,109.65212,36530.64108459999,92462.65806951
2017-08-27 00:00:00,332.18,338.28,330.79,331.62,1056.6223400000001,1503806399999,352807.9315293,1063,321.08828,107431.7661121,92401.77679788
2017-08-27 04:00:00,334.5,338.29,331.49,332.77,689.1668,1503820799999,230458.1759741,825,201.0692,67504.4551811,90916.41549533
2017-08-27 08:00:00,332.77,338.42,330.73,333.94,857.24989,1503835199999,286668.4148984,1075,270.24722,90883.84377689999,91087.27762995
2017-08-27 12:00:00,333.93,336.99,331.88,334.67,665.5423099999998,1503849599999,222379.46174499998,722,125.57197,42149.521378699996,89586.55409476
2017-08-27 16:00:00,335.04,341.47,332.97,339.64,795.1317700000003,1503863999999,267858.08803710004,710,165.71473999999995,56029.2771869,88995.68557126
2017-08-27 20:00:00,341.47,348.13,337.12,348.13,571.7240400000002,1503878399999,194305.2859764,578,82.50888,28131.2515629,88406.05374074
2017-08-28 00:00:00,348.11,351.0,343.44,343.44,740.63428,1503892799999,256788.41966890002,798,302.95491,105299.2580212,87315.36904559
2017-08-28 04:00:00,343.43,343.69,331.95,338.77,1139.9489800000001,1503907199999,385140.95727990003,1142,166.38683999999995,56276.1291365,86153.53324804
2017-08-28 08:00:00,340.89,342.86,336.54,341.9,636.04761,1503921599999,215944.2580237,646,134.98637,46000.5920161,84718.14573538
2017-08-28 12:00:00,339.62,347.41,339.34,341.83,587.29518,1503935999999,201555.72014679998,729,154.4215,53171.7864744,84135.25044387
2017-08-28 16:00:00,341.83,347.42,340.49,344.3,759.06227,1503950399999,260744.5897698,743,226.86959,78170.18599119999,83184.76453799
2017-08-28 20:00:00,342.54,348.5,342.16,346.0,416.19338,1503964799999,143584.22421500002,468,128.64358000000001,44556.0372709,82902.92984582
2017-08-29 00:00:00,347.0,353.23,346.0,350.03,276.84576,1503979199999,96919.4161415,427,138.78391000000002,48662.1039417,82398.02718938
2017-08-29 04:00:00,351.19,360.79,350.02,354.18,381.6272,1503993599999,136061.14433510002,460,193.75138,69262.2200616,82528.06963965
2017-08-29 08:00:00,354.17,367.13,354.01,356.75,463.44028,1504007999999,167344.6792144,588,124.88211000000001,45222.5021624,81140.02177999
2017-08-29 12:00:00,358.1,367.4,358.1,364.57,737.9557,1504022399999,268017.1845437,671,195.88041,71294.5705205,85287.49762864
2017-08-29 16:00:00,365.74,373.66,362.79,367.44,694.84255,1504036799999,256043.2519507,629,147.18368999999996,54494.224822000004,85546.81623495
2017-08-29 20:00:00,367.44,377.6,367.36,374.7,477.42276,1504051199999,177683.9443955,490,122.68633999999999,45833.1889611,85024.54473430001
2017-08-30 00:00:00,374.7,377.8,367.37,373.0,344.29846000000015,1504065599999,128183.3304733,577,130.46594,48532.943743,86345.49070036
2017-08-30 04:00:00,373.0,393.71,372.92,378.14,452.43879000000004,1504079999999,173898.6896342,464,155.05993999999995,59987.69019939999,85132.51689795
2017-08-30 08:00:00,378.16,384.33,362.05,375.9,1349.92146,1504094399999,499901.78378009994,1317,320.61629,119299.445033,85592.53844884
2017-08-30 12:00:00,373.01,385.33,370.49,379.38,1027.5116,1504108799999,388806.5153587,1153,252.01816000000002,95637.399892,85171.99709476
2017-08-30 16:00:00,379.38,389.8,378.72,383.38,678.1019200000002,1504123199999,260552.8162492,669,209.0654,80547.63732560001,84881.32198617
2017-08-30 20:00:00,385.34,387.29,380.74,385.93,594.32385,1504137599999,228183.077016,632,218.15226,83832.62856469999,84593.83335425
2017-08-31 00:00:00,384.64,384.64,377.78,383.51,676.3998,1504151999999,258312.2502967,816,267.20206,102055.32515060001,83778.40625733
2017-08-31 04:00:00,383.66,385.94,379.21,383.14,482.67689,1504166399999,184822.1479978,462,169.12332,64867.3051311,84585.1907312
2017-08-31 08:00:00,381.89,387.42,378.85,387.42,788.3641,1504180799999,301074.6978101,712,271.80475,104047.34412929999,86608.93490276
2017-08-31 12:00:00,385.82,389.36,383.48,383.76,905.28394,1504195199999,350078.6385362,1000,320.88738,124184.39035650001,82653.31539628
2017-08-31 16:00:00,384.38,387.39,383.13,384.45,878.8837199999997,1504209599999,338377.8220518,857,186.15159,71778.8106189,82604.55812604
2017-08-31 20:00:00,385.1,388.25,383.19,384.79,704.2601,1504223999999,271775.837574,727,217.02471,83875.4354976,82026.24194321
2017-09-01 00:00:00,386.44,394.39,384.79,390.86,752.09698,1504238399999,293527.72573059995,756,201.11883999999998,78571.1747888,82042.74928331
2017-09-01 04:00:00,392.65,394.27,383.18,388.4,754.4447200000003,1504252799999,292784.99024320004,611,341.22627,132517.3668947,81420.12606399
2017-09-01 08:00:00,389.48,393.08,387.46,389.64,865.19825,1504267199999,337564.14761690004,793,292.48528999999996,114234.0377816,80978.03977197
2017-09-01 12:00:00,389.56,391.2,385.88,387.01,827.8430900000003,1504281599999,322013.5838791,768,289.6085,112719.52876310001,80928.96810528
2017-09-01 16:00:00,387.91,393.4,386.05,388.08,797.61671,1504295999999,310631.46169709996,864,350.21656,136566.2065924,81816.43776214
